Unnamed: 0,target,text
4727,0,career tel ad u contact send free sm remov phonebook sm lt gt
1284,0,drinkin ok
5149,0,pl call da happen
52,0,k fyi x ride earli tomorrow morn crash place tonight
1254,0,plan pongal
4536,0,normal use drink water daili
755,0,didnt holla
1477,0,keep away like
520,0,ebay might less elsewher
3750,0,haha sound crazi dunno tahan anot
155,0,aaooooright work
5488,0,sent
488,0,depend qualiti want type sent boy fade glori want ralph mayb 2
183,0,guy close
4288,0,okay good problem thanx
4317,0,take mokka player
4841,0,awesom gon na soon later tonight
656,0,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg gud evng
2040,0,alway make thing bigger
679,0,miss call caus yell scrappi miss ca wait u come home lone today
269,1,rington club get uk singl chart mobil week choos top qualiti rington messag free charg
808,0,take half day leav bec well
384,1,doubl min txt 4 6month free bluetooth orang avail soni nokia motorola phone call mobileupd8 08000839402
3336,0,ga station go
529,0,jay say
3777,0,fishrman woke earli mrng dark wait amp found sack ful stone strtd throwin thm in2 sea 2 pass time atlast ju 1stone sun rose amp found tht r nt stone diamond moral wake earli mrng good night
2132,1,b4u voucher marsm log onto discount credit opt repli stop custom care call 08717168528
1725,0,know shall speak lt gt minut
5433,0,gon na way specif
1799,0,hit move
392,0,morn ok
4704,0,hey anyway
1711,0,got back dislik bed
3963,0,e time go w u lor
5282,0,gone get info bt dont know
2689,0,ya ok vikki vl c witin lt gt min il repli u
2450,0,k give back thank
4636,0,oh ho first time u use type word
1955,0,aight grab someth eat text back mu
3945,0,u doin babi girl hope u okay everi time call ure phone miss u get touch
4938,0,tomarrow want got court lt decim gt come bu stand 9
1293,0,happi birthday may ur dream come true
3753,1,bloomberg center wait appli futur http
788,1,5 free top polyphon tone call 087018728737 nation rate get toppoli tune sent everi week text subpoli 81618 per pole unsub 08718727870
995,0,chang e one next escal
4307,0,ha ha pop loo hello
835,0,good morn dear great amp success day
4691,0,march end readi call sure problem capit never complet far work ladi
1439,0,fact leav think addi goe back school tue wed
1315,0,whenevr ur sad whenevr ur gray remembr im 2 listn 2 watevr u wan na say ju walk wid littl amp promis bring back ur smile
3422,1,mobil 10 mth updat latest orang phone free save free call text ye callback orno opt
1296,0,sure drive reach destin soon
3647,0,per request alaipayuth set callertun caller press 9 copi friend callertun
2871,0,see
4177,0,two team wait player
1127,0,height shit situat guy throw luv letter gal fall brother head who gay
5522,0,that cool want pleas
282,0,ask money far
4833,0,hope pee burn tonit
1635,0,come life brought sun shini warm heart put constant smile face make feel love care
4205,0,get door
1028,0,lol forgot eh ye bring babe
1133,0,enter cabin pa said happi boss felt special askd 4 lunch lunch invit apart went
4662,0,ye pleas swim
22,0,pay first lar da stock comin
111,0,go
455,0,si si think ill go make oreo truffl
160,0,keep safe need miss alreadi envi everyon see real life
1733,1,hi mandi sullivan call hotmix fm chosen receiv easter prize draw pleas telephon 09041940223 claim prize transfer someon els
5197,0,like cheap happi splash wine make feel better
236,0,ill littl closer like bu stop street
820,0,good afternoon starshin boytoy crave yet ach fuck sip cappuccino miss babe teas kiss
5539,0,sleep surf
3348,0,oh brand
2328,0,day ask anand number
3072,0,somebodi go andro steal ice
2711,0,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da
2149,0,waaaat lololo ok next time
2287,0,alex know guy sell mid south tampa think could set like 8
1601,0,carlo take sweet time usual let know patti smoke tell haul ass
3734,0,get ok
1463,0,ok good later come find c lucki told go earlier later pple take finish
1012,0,dunno close oredi ìï v fan
3444,0,wiskey brandi rum gin beer vodka scotch shampain wine yarasu dhina vaazhthukk
1519,0,check wid corect spele sarcasm
4827,0,lol tri make day littl interest
272,1,hmv bonu special 500 pound genuin hmv voucher answer 4 easi question play send hmv 86688 info
493,0,class lt gt reunion
1155,0,sorri man accident left phone silent last night check til got
3656,0,studi free next weekend
71,0,finish class
149,0,sindu got job birla soft
5020,0,sad puppi nois
44,0,great hope like man well endow lt gt inch
102,0,per request mell oru minnaminungint nurungu vettam set callertun caller press 9 copi friend callertun
1828,0,may call later pl
2873,0,crucifi c told earlier
90,0,yeah stand close catch someth
3524,0,free today haf 2 pick parent tonit
3774,0,hi spoke maneesha like know satisfi experi repli toll free ye
2223,1,thank rington order ref number k718 mobil charg tone arriv pleas call custom servic 09065069120
5566,1,remind o2 get pound free call credit detail great offer pl repli 2 text valid name hous postcod
5169,0,go lunch
556,0,lunch onlin
2845,0,wat time u finish ur lect today
359,0,hello got st long way cold keep post
4959,0,want lt gt rs da
3218,0,babi promis treat well bet take good care
5196,1,spook mob halloween collect logo pic messag plu free eeri tone txt card spook 8007 zed 08701417012150p per
1189,0,case guess see campu lodg
5454,0,im wonder right
2806,1,decemb mobil entitl updat latest colour camera mobil free call mobil updat co free 08002986906
398,0,good even sir al salam happi grace god got offer tayseer tissco allah meet visitor india
3682,0,use soc use home ìï dunno 2 type word ar
3491,0,reach offic around lt decim gt amp mobil problem get voic call asa free
4894,1,want latest video handset 750 anytim network min half price line rental repli call 08000930705 deliveri tomorrow
737,1,hi custom loyalti offer new nokia6650 mobil txtauction txt word start 81151 get 4t ctxt tc
4966,1,donat unicef asian tsunami disast support fund text donat ad next bill
2175,0,work pleas call
1206,1,sim subscrib select receiv bonu get deliv door txt word ok 88600 claim exp 30apr
1739,0,u guy never invit anywher
3224,0,need coz never go
1042,0,easi ah sen got select mean good
2010,0,dunno lei thk mum lazi go neva ask yet
732,0,lol wo feel bad use money take steak dinner
1320,0,sent scream moan bed princess
4439,0,got tea sure flavour
1990,0,hi darlin ive got back realli nice night thank much lift see u tomorrow xxx
2513,1,u nokia 6230 plu free digit camera u get u win free auction take part send nokia 83383 16
3878,0,left vagu said would inform person account delay rent discuss hous agenc rent anoth place check onlin place around usc lt gt
1324,0,call plz number show coveragd area urgnt call vasai amp reach 4 clock call plz
3133,0,ok go sleep hope meet
2646,0,em olowoyey great time argentina sad secretari everyth bless
323,0,would great guild could meet bristol road somewher get touch weekend plan take flight good week
3120,0,small problem auction punj ask tiwari
347,0,one small prestig problem
3998,0,k k give treat
3481,1,want new video phone750 anytim network min 150 text five pound per week call 08000776320 repli deliveri tomorrow
4499,0,nvm take ur time
3303,0,im gonnamissu much would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx
851,0,real babi want bring inner tigress
1726,0,hunni wot u 2 2nite didnt end goin town ju da pub instead ju chillin da mo bedroom love jen
3905,0,went fast asleep care
2018,0,ya came ago
4474,0,meet soon princess ttyl
2121,0,xam hall boy ask girl tell start term di answer den manag lot hesit n lookin around silent said intha ponnungal ipaditan
5552,0,safe trip nigeria wish happi soon compani share moment
504,1,congratul week competit draw u prize claim call 09050002311 b4280703 sm 18 150ppm
713,0,save stress person dorm account send account detail money sent
2847,0,sad stori man last week wife wish parent forgot n kid went work even colleagu wish enter cabin pa said happi boss felt special askd 4 lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife parent kidz friend n colleagu scream surpris wait sofa nake
3689,0,happen dear tell
5062,0,ok also wan 2 watch e 9 pm show
293,0,much buzi
1040,0,today go colleg abl atten class
969,0,wont b tri 2 sort hous ok
1686,1,today vodafon number end 0089 last four digit select receiv award number match pleas call 09063442151 claim award
1354,0,baaaaab misss youuuuu go teach class 5
1740,1,ur go 2 bahama callfreefon 08081560665 speak live oper claim either bahama cruis cash opt txt x 07786200117
1041,0,class holla later
3022,0,bad girl ladi
940,0,sell ton coin sell coin someon thru paypal voila money back life pocket
261,0,anyway go shop co si done yet dun disturb u liao
2324,0,ok lor
2817,0,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b abl join
1136,1,dont forget place mani free request wish inform call 08707808226
2921,0,sent send
4345,0,still around could use
2906,0,alrit
729,0,dunno u ask
4670,0,probabl almost ga get cash tomorrow
759,0,call phone vibrat act might hear text
4396,0,dad get back
1830,0,way stay oh
5494,0,cool shall go see go tip anyway home got someth drop later let go town tonight mayb mum take us
2612,0,ye innoc fun
2548,0,honestli made love cup tea promptli drop key burnt finger get
3650,0,want send virtual hug need one
5084,0,hey happi birthday
3591,0,anyth lor
2927,0,anyth
1161,0,sent
827,0,hey got mail
2949,0,said would woke
5341,0,cours make stink
1959,0,howz person stori
1642,0,sleep nt feel well
1249,0,call later network urgnt sm
226,1,u meet ur dream partner soon ur career 2 flyng start 2 find free txt horo follow ur star sign horo ari
5460,1,decemb mobil entitl updat latest colour camera mobil free call mobil updat co free 08002986906
1863,0,let know kick
2316,0,caus old live high
3298,0,honeybe said sweetest world god laugh amp said wait u havnt met person read msg moral even god crack joke
4548,0,haha friend tyler liter ask could get dubsack
75,0,wait machan call free
4402,0,get back home
3865,0,theoret yeah could abl come
401,0,dear chechi talk
5281,0,princess
1235,0,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli
3583,1,hi 07734396839 ibh custom loyalti offer new nokia6600 mobil txtauction txt word start get 4t
1196,0,said matter mind say matter
2417,0,oh lk tt den take e one tt end cine lor dun wan yogasana oso
4913,0,alreadi got flaki parent suppos child job support parent ride age anyway suppos support hurt unintent hurt nonetheless
2522,0,dunno lei might b eatin wif fren wan eat wait 4 lar
4758,1,thank 4 continu support question week enter u in2 draw 4 cash name new us presid txt an 80082
1492,0,end might still vomit okay everyth come
708,1,review keep fantast nokia game deck club nokia go 2 unsubscrib alert repli word
1149,0,drop tank
773,0,wil lt gt minut got space
2295,0,hi darlin im missin u hope good time u back time u give call home jess xx
5226,0,prabha soryda reali frm heart sori
2647,0,taxt massag argh ok lool
1171,1,got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack itcould u
1628,0,ye princess want make happi
5405,0,mani day sinc
4982,0,network job
2039,0,dont pack buy cereal must pack food pack gari someth 9ja miss
1166,0,number sir
4463,0,ranjith cal drpd deeraj deepak 5min hold
540,1,monthlysubscript csc web age16 2stop txt stop
2313,0,guy
3180,0,mani peopl seem special first sight remain special till last sight maintain till life end take cr da
107,0,would ip address test consid comput minecraft server
4711,0,that cool princess cover face hot sticki cum
4725,0,jason say cool pick place like hour
3426,0,haha okay today weekend leh
1159,0,yun buy school got offer 2000 plu
3558,1,urgent tri contact u today draw show prize guarante call 09050000460 land line claim j89 po box245c2150pm
5362,0,insid offic still fill know leav
5068,0,hai dear friend new amp present number rajitha raj ranju
1255,0,wait till end march el nino get oh
318,1,decemb mobil entitl updat latest colour camera mobil free call mobil updat co free 08002986906
352,0,today sorri ever angri ever misbehav hurt plz plz slap urself bcoz ur fault basic good
3566,1,collect valentin weekend pari inc flight hotel prize guarante text pari
4000,0,gon na worri noth wo give money use
1699,0,ok
4267,0,hey what plan sat
1505,0,total video convert free download type googl search
26,0,lol alway convinc
897,0,use hope agent drop sinc book thing year whole boston nyc experi
2146,0,collect ur laptop
2378,0,hi mobil lt gt ad contact list great place send free sm peopl visit
1805,0,god good sleep dear pray
5041,1,jamster get free wallpap text heart 88888 c appli 16 need help call 08701213186
1495,0,hey gal anyon u go e drive centr tmr
2361,0,hi sorri miss call pl call back
3737,0,stop get ice cream go back
2004,0,goodmorn today late lt decim gt min
430,0,home watch tv lor
4639,0,hide anythi keep distanc
4386,0,watch live
1773,0,come whatev want
2100,0,oh howda gud gud math en samachara chikku
1777,1,buy space invad 4 chanc 2 win orig arcad game consol press 0 game arcad std wap charg see 4 term set purchas
1919,0,yar want 2 scold u yest late alreadi got zhong se qing u ask b4 ask go w u lor n u still act real
249,1,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066 tnc
76,0,that cool gentleman treat digniti respect
3552,0,din tell u ju 420
5187,0,time u wrkin
4434,1,b floppi b snappi happi gay chat servic photo upload call 08718730666 2 stop text call 08712460324
852,0,da run activ full version da
3286,0,ga station like block away hous drive right sinc armenia end swann take howard
3696,1,winner special select receiv cash award speak live oper claim call cost 10p
3157,0,thank better work caus feel use otherwis
2810,0,thinkin someon good drug
3465,0,actual fuck whatev find excus tampa point januari though
3316,0,worri hope photo shoot went well spif fun workag
1792,1,win winner foley ipod excit prize soon keep eye ur mobil visit
4507,0,abl anyth
3960,0,dad back ph
426,0,aathi dear
93,1,pleas call custom servic repres 0800 169 6031 guarante cash prize
1101,0,yeah go bore depress sittin waitin phone ring hope wind drop though scari
4374,1,ur tonex subscript renew charg choos 10 poli month bill msg
4967,0,futur plan tomorrow result today best present enjoy futur
1244,0,go 4 dinner soon
158,1,custom servic annonc new year deliveri wait pleas call 07046744435 arrang deliveri
919,0,dont talk ever ok word
180,0,lift hope offer money need especi end month approach hurt studi anyway gr8 weekend
4215,0,er mw im fill tuth aight
212,0,k k good studi well
2963,1,ever notic drive anyon go slower idiot everyon drive faster maniac
1485,0,add realli care ca least get dude fuck hey money want
3290,0,smoke peopl use smoke justifi ruin shit
1646,0,tht wat wright brother fli
518,0,way transport less problemat sat night way u want ask n join bday feel free need know definit no book fri
2563,0,k k also fine complet cours
86,0,real u get yo need 2 ticket one jacket done alreadi use multi
1183,0,much bad avoid like
3436,0,plan
1848,0,dont want hear philosophi say happen
1776,1,call freephon 0800 542 0578
3570,0,dint touch
1081,0,u get pic msg phone
2752,0,sat right okay thank
5376,0,want leav bare stay sane fight constantli help
2808,0,oh yeah forgot u take 2 shop
3324,0,nope juz work
143,0,know pl open back
467,0,go ride bike
1335,0,sometim put wall around heart safe get hurt find care enough break wall amp get closer goodnoon
4371,1,ur balanc next question complet landmark big bob barri ben text b c good luck
627,0,yup thk r e teacher said make face look longer darren ask 2 cut short
3381,0,well meant oppos drunken night
1143,0,way send shade stuff wonder
571,0,know lab goggl went
913,0,ok lor earli still project meet
4652,0,lol ye add spice day
5457,0,arun u transfr amt
260,0,yup
4087,0,need stop go bed make fuck deal
930,0,realli sorri wo b abl 2 u find yr term go ok
5492,1,marvel mobil play offici ultim game ur mobil right text spider 83338 game send u free 8ball wallpap
4949,0,hi probabl much fun get messag thought id txt u co im bore jame fart night
2900,1,ur current 500 pound maxim ur send cash 86688 cc 08718720201 po box
4450,0,problem walk around oblivi go around say thing constantli go one ear go whatev want know upset listen tell go upset want surpris mad
2643,0,hi spoke maneesha like know satisfi experi repli toll free ye
4478,0,erutupalam thandiyachu
2610,0,usual iam fine happi amp well
2838,0,easi mate guess quick drink bit ambiti
4416,0,say quit least5tim day wud take much notic nah mind gon na see want come taunton tonight u tell
1800,0,excel spent lt gt year air forc iraq afghanistan stabl honest like travel
2008,0,see forward messag proof
1878,0,parti alex nichol
5412,0,gr8 handl victoria island traffic plu album due
4243,0,aight chillin friend room text way
5312,0,got ur favorit oyster n got favorit sashimi ok lar dun say alreadi wait ur stomach start rumbl
4316,0,hiya stu wot u much trubl home moment evon hate even u wot hell av done wont u tell text bck pleas luv dan
3784,0,let know need anyth els salad desert someth mani beer shall get
3267,0,never want tell short late
2687,0,oki
4773,0,u repeat e instruct wat e road name ur hous
1745,0,iåõm cool ta luv 2 caus doin load plan wk got social servic inspect nurseri take care spk sn x
3629,1,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box39822 w111wx
783,1,import custom servic announc premier call freephon 0800 542 0578
4559,0,awak oh
3811,0,yep fine ice age
2922,0,fine simpli sit
1923,0,hello go villag pub 8 either come accordingli ok
689,1,forward 448712404000 pleas call 08712404000 immedi urgent messag wait
1078,0,convey regard
535,0,good afternoon love goe day hope mayb got lead job think boytoy send passion kiss across sea
1397,0,wait 4 u lor need 2 feel bad lar
782,0,beerag
5355,0,live simpl love also simpl laugh simpl win tooo simpl difficult
580,0,huh earli dinner outsid izzit
1231,0,got thing may pub later
547,0,sorri took long omw
2235,0,listened2th plaid gd new air1 boughtåóbraindanceåóa aphexåõ abel
5225,0,smile pleasur smile pain smile troubl pour like rain smile sum1 hurt u smile becoz someon still love see u smile
664,0,ye babi studi posit kama sutra
5424,0,u horribl gal u knew dat go wif yest n u still come n ask
3000,1,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p
2205,0,haha leg neck kill amigo hope end night burn think could swing like hour
1118,0,go 4 lunch wif famili aft dat go str 2 orchard lor
550,0,imagin final get sink bath put pace mayb even eat left also imagin feel cage cock surround bath water remind alway own enjoy cuck
3581,0,right meanwhil project twin comin
2870,0,actual first time went bed long spoke woke night
4764,0,text way cup stop work bu
2245,0,find way includ detail
2228,0,exact intent
1369,0,tri make anoth butt
864,0,dude ive see lotta corvett late
2960,0,da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half page
3510,0,seriou money base
3516,0,think actual talk call boss morn went place last year told could go get car fix cheaper kept tell today much hope would come back alway regret get number etc
1059,1,eastend tv quiz flower dot compar violet tulip lili txt e f 84025 4 chanc 2 win cash
2180,0,babe goe day sip cappuccino think love send kiss across sea
486,1,free messag activ 500 free text messag repli messag word free term condit visit
2848,1,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
4031,0,happi babe woo hoo parti dude
3079,0,thinl role like stand other hit
4993,0,drive read need write
5491,0,u studi sch go home anyway b go 2 sch later
3403,0,ask dad pick lar ìï wan 2 stay 6 meh
4942,0,check mail varma kept copi regard allah
1465,1,07801543489 guarante latest nokia phone 40gb ipod mp3 player prize txt word collect
1194,0,ok c ya
3449,0,ya tell abt tht incid
5448,0,aight pick open tonight
1084,0,love start feel need everi time around first thing come would start day end everi time everi breath life happen around life name would cri give happi take readi fight anyon love craziest thing proov anyon girl beauti ladi whole alway sing prais start make chicken curri end maki beauti get everi morn thank god day would like say lot tell later
5367,0,tri figur suppos see coupl differ peopl week said get togeth set date
4645,1,tri contact repli offer video phone 750 anytim network min half price line rental camcord repli call 08000930705
536,0,probabl gon na see later tonight lt
5070,0,differ style
3312,0,huh hyde park mel ah opp got confus anyway tt e best choic den juz take
3002,0,see half hour
2894,0,went ganesh dress shop
4553,0,tri someth dear read someth exam
3090,1,lord ring return king store repli lotr 2 june 4 chanc 2 win lotr soundtrack cd stdtxtrate repli stop end txt
1362,0,danc river
3150,0,yeah wors
4329,0,thought king hill thing
1787,0,ye sura sun tv lol
4053,0,dont make ne plan nxt wknd coz want us come ok
5561,0,get dump heap mom decid come low bore
2489,0,2 doc appoint next week tire shove stuff ugh could normal bodi
3011,0,yeah prob last night obvious catch speak soon
1683,0,alreadi squat new way walk
2403,0,jesu christ bitch tri give drug answer fuck phone
891,0,great princess think
1462,1,09066362231 urgent mobil 07xxxxxxxxx bonu caller prize 2nd attempt reach call 09066362231 asap
3981,0,fren go lor alon wif mum n si lor
2164,0,noth realli make sure everybodi speed
1487,0,told number gautham
5254,0,didnt get anyth da
431,0,usual take fifteen fuck minut respond ye question
1098,0,gift tri get throw cliff someth
1809,0,aight ask roommat
1223,0,rofl betta invest anti age product
4633,0,wo move morphin
5219,0,pl need dat slowli vomit
268,0,evo download flash jealou
157,0,hello love get interview today happi good boy think miss
4903,0,mean post wrote like mani time ritten stuff let sit feel time angri left hit send stop check phone got car said sleep bore would time clean fold laundri least make bed
2395,0,babe back come back
2670,0,ye repli mail go manag offic later plu bank later wednesday
880,1,remind download content alreadi paid goto http mymobi collect content
4513,0,sure whenev show fuck gt
717,0,book lesson msg call work sth go get spec membership px3748
4473,1,want explicit sex 30 sec ring 02073162414 cost
3392,0,ok thanx
2467,0,come friday leav pongal get news work place
1568,0,today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
98,0,hi wk ok hol ye bit run forgot hairdress appoint four need get home n shower beforehand caus prob u ham
1537,0,sound good finger make difficult type
4753,0,ok lor u wan go look 4 u
1157,0,adult would learn experi real danger dont like peep use drug dont need comment
2128,0,well go aunti
3555,0,ok lor town lei
2155,0,year mani mile
4574,0,directli behind abt 4 row behind
2410,0,ok thanx gd nite 2
2239,0,everi day use sleep lt gt
4457,0,die accident delet e msg suppos 2 put e sim archiv haiz sad
564,0,fuck babe miss alreadi know ca let send money toward net need want crave
590,1,ur chanc win wkli shop spree txt shop c custcar 08715705022
48,0,yeah hope tyler ca could mayb ask around bit
2835,0,work
2595,1,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr sp tyron
5104,0,boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid 2 aproach gal dt time truck speed toward gal wn 2 hit girl boy ran like hell n save ask cn u run fast boy repli secret n instantli girl shout n thi live happili 2gthr drink boost evrydi moral stori hv free msg gud ni8
3196,0,poke man everyday teach canada abi say hi
3561,0,still chanc search hard get let tri
3313,0,oh gei happend tron mayb ill dl 3d
2267,0,finish liao u
4489,0,comput fri essenti part keep spare fuck idiot roommat looovvv leav thing run full lt gt
533,0,late
2576,0,sch neva mind u eat 1st lor
1165,0,haha yeah see sec
4003,0,well pattern emerg friend tell drive come smoke tell weed smoke thing see hesit
2319,0,place want da
4210,0,oi gon na ring
4264,0,lt decim gt common car better buy china asia find less expens holla
5229,0,mean u could keep ur word
4140,0,beauti truth express face could seen everyon depress heart could understood love one gud ni8
5040,0,ran younger man make pretti babi togeth
647,1,privat 2003 account statement show 800 point call 08715203694 identifi code 40533 expir
340,0,ok great thanx lot
845,0,meanwhil shit suit xavier decid give us lt gt second warn samantha come play jay guitar impress shit also think doug realiz live anymor
3321,0,ok darlin supos ok worri film stuff mate babysit call
3506,0,two fundament cool life
3203,0,good r u work
1975,0,delhi chennai still silent
2525,0,say god love amp need clean heart ten special peopl amp u c miracl tomorrow pl pl
38,0,anyth lor u decid
2767,0,wow v v impress fun shop
1833,0,come
3705,0,read gud habit nan bari hudgi yorg pataistha ertini kano
1530,0,think chennai well settl
761,0,grandma oh dear u still ill felt shit morn think hungov anoth night leav sat
734,0,leav qatar tonit search went add ur prayer
5079,0,ur problem ur heart
4362,0,evri emot ds hav wish ds hav prayr u smile world wit even drop tear ds lik 2 stay wit b happi good morn keep smile
3772,0,came hostel go sleep plz call class hrishi
1728,0,per request alaipayuth set callertun caller press 9 copi friend callertun
1634,1,eeri nokia tone 4u rpli tone titl 8007 eg tone dracula 8007 titl ghost addamsfa munster exorcist twilight pobox36504w45wq 150p
3220,1,thank rington order refer number x29 mobil charg tone arriv pleas call custom servic 09065989180
4586,0,see swing bit got thing take care firsg
2013,1,great news call freefon 08006344447 claim guarante cash gift speak live oper
2565,0,told dr appt next week think gon na die told check noth worri listen
2532,0,yup ok
5232,1,chosen receiv award pl call claim number 09066364311 collect award select receiv valu mobil custom
4757,1,urgent mobil number award prize guarante call 09061790121 land line claim valid 12hr 150ppm
1224,1,winner u special select 2 receiv cash 4 holiday flight inc speak live oper 2 claim 0871277810810
3749,0,buzz hey love think hope day goe well sleep miss babe long moment togeth love smile
1965,0,thank tesco quit nice gone speak soon
4899,1,ou guarante latest nokia phone 40gb ipod mp3 player prize txt word collect 83355 ibhltd ldnw15h
3848,0,u town alon
5380,0,sunni california weather cool
4835,0,yay ca wait parti togeth
3527,1,winner guarante caller prize final attempt contact claim call 09071517866 150ppmpobox10183bhamb64x
1563,0,get readi put excel sub face
315,0,advanc happi pongal
23,0,aft finish lunch go str lor ard 3 smth lor u finish ur lunch alreadi
3320,0,yo im right yo work
1875,1,hmv bonu special 500 pound genuin hmv voucher answer 4 easi question play send hmv 86688 info
5052,0,lmao know well
1675,0,pain thought happi toughest thing earth
5201,1,4 costa del sol holiday await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10min
5097,0,sorri mate phone didnt write love kate
1641,0,hi keen go kind feel go tomo mind
3045,0,weather
1622,1,u secret admir look 2 make contact r reveal think ur 09058094599
871,0,go good problem still need littl experi understand american custom voic
4912,1,goal arsen 4 henri 7 v liverpool 2 henri score simpl shot 6 yard pass bergkamp give arsen 2 goal margin 78 min
2803,0,lil fever fine
446,0,well done blimey exercis yeah kinda rememb wot hmm
762,1,urgent ur guarante award still unclaim call 09066368327 claimcod m39m51
1818,0,much dirti fellow
4232,0,love hope anyth drastic dare sell pc phone
321,0,hey dont go watch x men lunch haha
4729,0,dont know ask brother noth problem thing told
3713,0,oh get paid outstand one commerci hasbro august made us jump mani hoop get paid still
1771,0,watch tv got new job
624,0,nah straight bring bud drink someth actual littl use straight cash
3438,0,awesom deal gate charl told last night uh yeah
4576,1,contract mobil 11 mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record
3029,0,also sir sent email log usc payment portal send anoth messag explain thing back home great weekend
4760,0,140 ard ìä rest ard 180 least price 4 2 bedrm 900
3814,0,yet chikku k wat abt tht guy stop irrit msging u
150,0,wine flow never
4956,0,vivek got call number
2660,0,want final lunch today
4049,0,ok ok take care understand
214,0,sound great home
5346,0,parent kidz friend n colleagu scream surpris wait sofa nake
996,0,yetund class run water make pl
1766,1,sm auction nokia 7250i get win free auction take part send nokia 86021
5096,0,realli realli broke oh amount small even lt gt
5262,0,see film
4651,0,r e meet tmr
2973,0,text carlo let know hang
3783,0,dear got train seat mine lower seat
4924,0,ok let u noe leav hous
4111,0,see prolli yeah
32,0,k tell anyth
914,0,call da wait call
11,1,six chanc win cash 100 pound txt csh11 send cost 6day tsandc appli repli hl 4 info
3209,0,said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife
2299,1,congrat 1 year special cinema pass 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free 150pm dont miss
3687,0,meet lobbi
1229,0,ju an lar u noe later
2725,0,medic mission nigeria
1336,0,sweet may may go 4u meet carlo gaug patti interest
2097,0,cutest girl world
4132,1,freemsg today day readi horni live town love sex fun game netcollex ltd 08700621170150p per msg repli stop end
4344,0,enjoy urself tmr
1241,0,want show world princess europ
4134,0,need say anyth know outsid
1991,0,valentin huh proof fb page ugh glad realli watch rupaul show tool
2630,0,way go back
3585,1,hot n horni will live local text repli hear strt back 150p per msg netcollex ltdhelpdesk 02085076972 repli stop end
2724,0,nope c
267,1,ur rington servic chang 25 free credit go choos content stop txt club stop 87070 club4 po box1146 mk45 2wt
553,0,everi night take warm bath drink cup milk see work magic still need loos weight know
2446,0,sorri call later
3655,0,oh realli make air talent
5316,0,ju finish watch tv u
3301,0,stop call everyon say might cancer throat hurt talk ca answer everyon call get one call babysit monday
2363,1,fantasi footbal back tv go sky gamestar sky activ play dream team score start saturday regist sky opt 88088
3896,0,thank wonder
2117,0,wish u mani mani return day happi birthday vikki
2074,0,yar lor actual quit fast co da ge slow wat haha
3081,0,importantli discuss u
5517,0,mile smile r made frm letter u know differ smile ur face keep happi even though mile away u keep smile good nyt
1313,0,abt make pic bigger
5212,0,busi
2676,0,train back northampton afraid
3969,0,troubl class go well due dodgey one expect mine tomo see recoveri time place
5130,0,way
5008,0,mobil sm ur mail regard achan
5144,0,offic da
1289,0,hey great deal farm tour 9am 5pm 50 deposit 16 may
4334,0,u sound like manki scous boy steve like travel da bu u inmind 4 recreat di eve
3092,0,
2065,0,co daddi arrang time c wat time fetch mah
2705,0,mean come chase state watch mani movi want
1203,0,thank understand tri tell sura
1309,0,ok care text drive
1089,0,goodmorn today late lt decim gt min
152,0,ok ur typic repli
3107,0,hello hun ru way im good 2 date guy met walkabout far meet soon how everyon els
4728,0,reach alreadi
3789,0,love know feel make belli warm wish love shall meet dream ahmad ador kiss
1371,0,though shd go n fun bar town someth sound ok
5549,0,know wot peopl wear shirt jumper hat belt know r cribb
5177,0,strang watch 2nd one bed sweet dream miss u
2541,0,dont send plu mode
784,0,dont think turn like randomlli within 5min open
2904,0,ha know either clever simpl thing pear day perfect christma
3652,0,issu right ill fix tomorrow
3265,0,tap spile seven pub ga st broad st canal ok
3229,0,feel like dick keep sleep text facebook messag sup town
4900,0,taka lor wat time u wan 2 come n look 4 us
2307,1,win year suppli cd 4 store ur choic worth enter weekli draw txt music 87066 ts cs
790,0,hope enjoy game yesterday sorri touch pl know fondli bein thot great week abiola
